Zip,City,State,Region,District,Country
92384,Shoshone,CA,West,District #38,USA
92385,Skyforest,CA,West,District #38,USA
92386,Sugarloaf,CA,West,District #38,USA
92389,Tecopa,CA,West,District #38,USA
92391,Twin Peaks,CA,West,District #38,USA
92392,Victorville,CA,West,District #38,USA
92393,Victorville,CA,West,District #38,USA
92394,Victorville,CA,West,District #38,USA
92395,Victorville,CA,West,District #38,USA
92397,Wrightwood,CA,West,District #38,USA
92398,Yermo,CA,West,District #38,USA
92399,Yucaipa,CA,West,District #38,USA
92401,San Bernardino,CA,West,District #38,USA
92402,San Bernardino,CA,West,District #38,USA
92403,San Bernardino,CA,West,District #38,USA
92404,San Bernardino,CA,West,District #38,USA
92405,San Bernardino,CA,West,District #38,USA
92406,San Bernardino,CA,West,District #38,USA
92407,San Bernardino,CA,West,District #38,USA
92408,San Bernardino,CA,West,District #38,USA
92410,San Bernardino,CA,West,District #38,USA
92411,San Bernardino,CA,West,District #38,USA
92412,San Bernardino,CA,West,District #38,USA
92413,San Bernardino,CA,West,District #38,USA
92415,San Bernardino,CA,West,District #38,USA
92418,San Bernardino,CA,West,District #38,USA
92423,San Bernardino,CA,West,District #38,USA
92427,San Bernardino,CA,West,District #38,USA
92501,Riverside,CA,West,District #38,USA
92502,Riverside,CA,West,District #38,USA
92503,Riverside,CA,West,District #38,USA
92504,Riverside,CA,West,District #38,USA
92505,Riverside,CA,West,District #38,USA
92506,Riverside,CA,West,District #38,USA
92507,Riverside,CA,West,District #38,USA
92508,Riverside,CA,West,District #38,USA
92509,Riverside,CA,West,District #38,USA
92513,Riverside,CA,West,District #38,USA
92514,Riverside,CA,West,District #38,USA
92515,Riverside,CA,West,District #38,USA
92516,Riverside,CA,West,District #38,USA
92517,Riverside,CA,West,District #38,USA
92518,March Air Reserve Base,CA,West,District #38,USA
92519,Riverside,CA,West,District #38,USA
92521,Riverside,CA,West,District #38,USA
92522,Riverside,CA,West,District #38,USA
92530,Lake Elsinore,CA,West,District #38,USA
92531,Lake Elsinore,CA,West,District #38,USA
92532,Lake Elsinore,CA,West,District #38,USA
92536,Aguanga,CA,West,District #38,USA
92539,Anza,CA,West,District #38,USA
92543,Hemet,CA,West,District #38,USA
92544,Hemet,CA,West,District #38,USA
92545,Hemet,CA,West,District #38,USA
92546,Hemet,CA,West,District #38,USA
92548,Homeland,CA,West,District #38,USA
92549,Idyllwild,CA,West,District #38,USA
92551,Moreno Valley,CA,West,District #38,USA
92552,Moreno Valley,CA,West,District #38,USA
92553,Moreno Valley,CA,West,District #38,USA
92554,Moreno Valley,CA,West,District #38,USA
92555,Moreno Valley,CA,West,District #38,USA
92556,Moreno Valley,CA,West,District #38,USA
92557,Moreno Valley,CA,West,District #38,USA
92561,Mountain Center,CA,West,District #38,USA
92562,Murrieta,CA,West,District #38,USA
92563,Murrieta,CA,West,District #38,USA
92564,Murrieta,CA,West,District #38,USA
92567,Nuevo,CA,West,District #38,USA
92570,Perris,CA,West,District #38,USA
92571,Perris,CA,West,District #38,USA
92572,Perris,CA,West,District #38,USA
92581,San Jacinto,CA,West,District #38,USA
92582,San Jacinto,CA,West,District #38,USA
92583,San Jacinto,CA,West,District #38,USA
92584,Menifee,CA,West,District #38,USA
92585,Sun City,CA,West,District #38,USA
92586,Sun City,CA,West,District #38,USA
92587,Quail Valley,CA,West,District #38,USA
92589,Temecula,CA,West,District #38,USA
92590,Temecula,CA,West,District #38,USA
92591,Temecula,CA,West,District #38,USA
92592,Temecula,CA,West,District #38,USA
92593,Temecula,CA,West,District #38,USA
92595,Wildomar,CA,West,District #38,USA
92596,Winchester,CA,West,District #38,USA
92599,Perris,CA,West,District #38,USA
92602,Irvine,CA,West,District #37,USA
92603,Irvine,CA,West,District #37,USA
92604,Irvine,CA,West,District #37,USA
92605,Huntington Beach,CA,West,District #37,USA
92606,Irvine,CA,West,District #37,USA
92607,Laguna Niguel,CA,West,District #37,USA
92609,El Toro,CA,West,District #37,USA
92610,Foothill Ranch,CA,West,District #37,USA
92612,Irvine,CA,West,District #37,USA
92614,Irvine,CA,West,District #37,USA
92615,Huntington Beach,CA,West,District #37,USA
92616,Irvine,CA,West,District #37,USA
92617,Irvine,CA,West,District #37,USA
92618,Irvine,CA,West,District #37,USA
92619,Irvine,CA,West,District #37,USA
92620,Irvine,CA,West,District #37,USA
92623,Irvine,CA,West,District #37,USA
92624,Capistrano Beach,CA,West,District #37,USA
92625,Corona Del Mar,CA,West,District #37,USA
92626,Costa Mesa,CA,West,District #37,USA
92627,Costa Mesa,CA,West,District #37,USA
92628,Costa Mesa,CA,West,District #37,USA
92629,Dana Point,CA,West,District #37,USA
92630,Lake Forest,CA,West,District #37,USA
92637,Laguna Woods,CA,West,District #37,USA
92646,Huntington Beach,CA,West,District #37,USA
92647,Huntington Beach,CA,West,District #37,USA
92648,Huntington Beach,CA,West,District #37,USA
92649,Huntington Beach,CA,West,District #37,USA
92650,East Irvine,CA,West,District #37,USA
92651,Laguna Beach,CA,West,District #37,USA
92652,Laguna Beach,CA,West,District #37,USA
92653,Laguna Hills,CA,West,District #37,USA
92654,Laguna Hills,CA,West,District #37,USA
92655,Midway City,CA,West,District #37,USA
92656,Aliso Viejo,CA,West,District #37,USA
92657,Newport Coast,CA,West,District #37,USA
92658,Newport Beach,CA,West,District #37,USA
92659,Newport Beach,CA,West,District #37,USA
92660,Newport Beach,CA,West,District #37,USA
92661,Newport Beach,CA,West,District #37,USA
92662,Newport Beach,CA,West,District #37,USA
92663,Newport Beach,CA,West,District #37,USA
92672,San Clemente,CA,West,District #37,USA
92673,San Clemente,CA,West,District #37,USA
92674,San Clemente,CA,West,District #37,USA
92675,San Juan Capistrano,CA,West,District #37,USA
92676,Silverado,CA,West,District #37,USA
92677,Laguna Niguel,CA,West,District #37,USA
92678,Trabuco Canyon,CA,West,District #37,USA
92679,Trabuco Canyon,CA,West,District #37,USA
92683,Westminster,CA,West,District #37,USA
92684,Westminster,CA,West,District #37,USA
92685,Westminster,CA,West,District #37,USA
92688,Rancho Santa Margarita,CA,West,District #37,USA
92690,Mission Viejo,CA,West,District #37,USA
92691,Mission Viejo,CA,West,District #37,USA
92692,Mission Viejo,CA,West,District #37,USA
92693,San Juan Capistrano,CA,West,District #37,USA
92694,Ladera Ranch,CA,West,District #37,USA
92697,Irvine,CA,West,District #37,USA
92698,Aliso Viejo,CA,West,District #37,USA
92701,Santa Ana,CA,West,District #37,USA
92702,Santa Ana,CA,West,District #37,USA
92703,Santa Ana,CA,West,District #37,USA
92704,Santa Ana,CA,West,District #37,USA
92705,Santa Ana,CA,West,District #37,USA
92706,Santa Ana,CA,West,District #37,USA
92707,Santa Ana,CA,West,District #37,USA
92708,Fountain Valley,CA,West,District #37,USA
92710,Irvine,CA,West,District #37,USA
92711,Santa Ana,CA,West,District #37,USA
92712,Santa Ana,CA,West,District #37,USA
92725,Santa Ana,CA,West,District #37,USA
92728,Fountain Valley,CA,West,District #37,USA
92735,Santa Ana,CA,West,District #37,USA
92780,Tustin,CA,West,District #37,USA
92781,Tustin,CA,West,District #37,USA
92782,Tustin,CA,West,District #37,USA
92799,Santa Ana,CA,West,District #37,USA
92801,Anaheim,CA,West,District #37,USA
92802,Anaheim,CA,West,District #37,USA
92803,Anaheim,CA,West,District #37,USA
92804,Anaheim,CA,West,District #37,USA
92805,Anaheim,CA,West,District #37,USA
92806,Anaheim,CA,West,District #37,USA
92807,Anaheim,CA,West,District #37,USA
92808,Anaheim,CA,West,District #37,USA
92809,Anaheim,CA,West,District #37,USA
92811,Atwood,CA,West,District #37,USA
92812,Anaheim,CA,West,District #37,USA
92814,Anaheim,CA,West,District #37,USA
92815,Anaheim,CA,West,District #37,USA
92816,Anaheim,CA,West,District #37,USA
92817,Anaheim,CA,West,District #37,USA
92821,Brea,CA,West,District #37,USA
92822,Brea,CA,West,District #37,USA
92823,Brea,CA,West,District #37,USA
92825,Anaheim,CA,West,District #37,USA
92831,Fullerton,CA,West,District #37,USA
92832,Fullerton,CA,West,District #37,USA
92833,Fullerton,CA,West,District #37,USA
92834,Fullerton,CA,West,District #37,USA
92835,Fullerton,CA,West,District #37,USA
92836,Fullerton,CA,West,District #37,USA
92837,Fullerton,CA,West,District #37,USA
92838,Fullerton,CA,West,District #37,USA
92840,Garden Grove,CA,West,District #37,USA
92841,Garden Grove,CA,West,District #37,USA
92842,Garden Grove,CA,West,District #37,USA
92843,Garden Grove,CA,West,District #37,USA
92844,Garden Grove,CA,West,District #37,USA
92845,Garden Grove,CA,West,District #37,USA
92846,Garden Grove,CA,West,District #37,USA
92850,Anaheim,CA,West,District #37,USA
92856,Orange,CA,West,District #37,USA
92857,Orange,CA,West,District #37,USA
92859,Orange,CA,West,District #37,USA
92860,Norco,CA,West,District #38,USA
92861,Villa Park,CA,West,District #37,USA
92862,Orange,CA,West,District #37,USA
92863,Orange,CA,West,District #37,USA
92864,Orange,CA,West,District #37,USA
92865,Orange,CA,West,District #37,USA
92866,Orange,CA,West,District #37,USA
92867,Orange,CA,West,District #37,USA
92868,Orange,CA,West,District #37,USA
92869,Orange,CA,West,District #37,USA
92870,Placentia,CA,West,District #37,USA
92871,Placentia,CA,West,District #37,USA
92877,Corona,CA,West,District #38,USA
92878,Corona,CA,West,District #38,USA
92879,Corona,CA,West,District #38,USA
92880,Corona,CA,West,District #38,USA
92881,Corona,CA,West,District #38,USA
92882,Corona,CA,West,District #38,USA
92883,Corona,CA,West,District #38,USA
92885,Yorba Linda,CA,West,District #37,USA
92886,Yorba Linda,CA,West,District #37,USA
92887,Yorba Linda,CA,West,District #37,USA
92899,Anaheim,CA,West,District #37,USA
93001,Ventura,CA,West,District #37,USA
93002,Ventura,CA,West,District #37,USA
93003,Ventura,CA,West,District #37,USA
93004,Ventura,CA,West,District #37,USA
93005,Ventura,CA,West,District #37,USA
93006,Ventura,CA,West,District #37,USA
93007,Ventura,CA,West,District #37,USA
93009,Ventura,CA,West,District #37,USA
93010,Camarillo,CA,West,District #37,USA
93011,Camarillo,CA,West,District #37,USA
93012,Camarillo,CA,West,District #37,USA
93013,Carpinteria,CA,West,District #37,USA
93014,Carpinteria,CA,West,District #37,USA
93015,Fillmore,CA,West,District #37,USA
93016,Fillmore,CA,West,District #37,USA
93020,Moorpark,CA,West,District #37,USA
93021,Moorpark,CA,West,District #37,USA
93022,Oak View,CA,West,District #37,USA
93023,Ojai,CA,West,District #37,USA
93024,Ojai,CA,West,District #37,USA
93030,Oxnard,CA,West,District #37,USA
93031,Oxnard,CA,West,District #37,USA
93032,Oxnard,CA,West,District #37,USA
93033,Oxnard,CA,West,District #37,USA
93034,Oxnard,CA,West,District #37,USA
93035,Oxnard,CA,West,District #37,USA
93036,Oxnard,CA,West,District #37,USA
93040,Piru,CA,West,District #37,USA
93041,Port Hueneme,CA,West,District #37,USA
93042,Point Mugu Nawc,CA,West,District #37,USA
93043,Port Hueneme Cbc Base,CA,West,District #37,USA
93044,Port Hueneme,CA,West,District #37,USA
93060,Santa Paula,CA,West,District #37,USA
93061,Santa Paula,CA,West,District #37,USA
93062,Simi Valley,CA,West,District #37,USA
93063,Simi Valley,CA,West,District #37,USA
93064,Brandeis,CA,West,District #37,USA
93065,Simi Valley,CA,West,District #37,USA
93066,Somis,CA,West,District #37,USA
93067,Summerland,CA,West,District #37,USA
93094,Simi Valley,CA,West,District #37,USA
93099,Simi Valley,CA,West,District #37,USA
93101,Santa Barbara,CA,West,District #37,USA
93102,Santa Barbara,CA,West,District #37,USA
93103,Santa Barbara,CA,West,District #37,USA
93105,Santa Barbara,CA,West,District #37,USA
93106,Santa Barbara,CA,West,District #37,USA
93107,Santa Barbara,CA,West,District #37,USA
93108,Santa Barbara,CA,West,District #37,USA
93109,Santa Barbara,CA,West,District #37,USA
93110,Santa Barbara,CA,West,District #37,USA
93111,Santa Barbara,CA,West,District #37,USA
93116,Goleta,CA,West,District #37,USA
93117,Goleta,CA,West,District #37,USA
93118,Goleta,CA,West,District #37,USA
93120,Santa Barbara,CA,West,District #37,USA
93121,Santa Barbara,CA,West,District #37,USA
93130,Santa Barbara,CA,West,District #37,USA
93140,Santa Barbara,CA,West,District #37,USA
93150,Santa Barbara,CA,West,District #37,USA
93160,Santa Barbara,CA,West,District #37,USA
93190,Santa Barbara,CA,West,District #37,USA
93199,Goleta,CA,West,District #37,USA
93201,Alpaugh,CA,West,District #36,USA
93202,Armona,CA,West,District #36,USA
93203,Arvin,CA,West,District #38,USA
93204,Avenal,CA,West,District #37,USA
93205,Bodfish,CA,West,District #38,USA
93206,Buttonwillow,CA,West,District #38,USA
93207,California Hot Springs,CA,West,District #38,USA
93208,Camp Nelson,CA,West,District #36,USA
93210,Coalinga,CA,West,District #36,USA
93212,Corcoran,CA,West,District #36,USA
93215,Delano,CA,West,District #38,USA
93216,Delano,CA,West,District #38,USA
93218,Ducor,CA,West,District #38,USA
93219,Earlimart,CA,West,District #36,USA
93220,Edison,CA,West,District #38,USA
93221,Exeter,CA,West,District #36,USA
93222,Pine Mountain Club,CA,West,District #37,USA
93223,Farmersville,CA,West,District #36,USA
93224,Fellows,CA,West,District #38,USA
93225,Frazier Park,CA,West,District #37,USA
93226,Glennville,CA,West,District #38,USA
93227,Goshen,CA,West,District #36,USA
93230,Hanford,CA,West,District #36,USA
93232,Hanford,CA,West,District #36,USA
93234,Huron,CA,West,District #36,USA
93235,Ivanhoe,CA,West,District #36,USA
93237,Kaweah,CA,West,District #36,USA
93238,Kernville,CA,West,District #38,USA
93239,Kettleman City,CA,West,District #36,USA
93240,Lake Isabella,CA,West,District #38,USA
93241,Lamont,CA,West,District #38,USA
93242,Laton,CA,West,District #36,USA
93243,Lebec,CA,West,District #37,USA
93244,Lemon Cove,CA,West,District #36,USA
93245,Lemoore,CA,West,District #36,USA
93246,Lemoore,CA,West,District #36,USA
93247,Lindsay,CA,West,District #36,USA
93249,Lost Hills,CA,West,District #38,USA
93250,Mc Farland,CA,West,District #38,USA
93251,Mc Kittrick,CA,West,District #38,USA
93252,Maricopa,CA,West,District #38,USA
93254,New Cuyama,CA,West,District #37,USA
93255,Onyx,CA,West,District #38,USA
93256,Pixley,CA,West,District #36,USA
93257,Porterville,CA,West,District #36,USA
93258,Porterville,CA,West,District #36,USA
93260,Posey,CA,West,District #38,USA
93261,Richgrove,CA,West,District #36,USA
93262,Sequoia National Park,CA,West,District #36,USA
93263,Shafter,CA,West,District #38,USA
93265,Springville,CA,West,District #36,USA
93266,Stratford,CA,West,District #36,USA
93267,Strathmore,CA,West,District #36,USA
93268,Taft,CA,West,District #38,USA
93270,Terra Bella,CA,West,District #38,USA
93271,Three Rivers,CA,West,District #36,USA
93272,Tipton,CA,West,District #36,USA
93274,Tulare,CA,West,District #36,USA
93275,Tulare,CA,West,District #36,USA
93276,Tupman,CA,West,District #38,USA
93277,Visalia,CA,West,District #36,USA
93278,Visalia,CA,West,District #36,USA
93279,Visalia,CA,West,District #36,USA
93280,Wasco,CA,West,District #38,USA
93282,Waukena,CA,West,District #36,USA
93283,Weldon,CA,West,District #38,USA
93285,Wofford Heights,CA,West,District #38,USA
93286,Woodlake,CA,West,District #36,USA
93287,Woody,CA,West,District #38,USA
93290,Visalia,CA,West,District #36,USA
93291,Visalia,CA,West,District #36,USA
93292,Visalia,CA,West,District #36,USA
93301,Bakersfield,CA,West,District #38,USA
93302,Bakersfield,CA,West,District #38,USA
93303,Bakersfield,CA,West,District #38,USA
93304,Bakersfield,CA,West,District #38,USA
93305,Bakersfield,CA,West,District #38,USA
93306,Bakersfield,CA,West,District #38,USA
93307,Bakersfield,CA,West,District #38,USA
93308,Bakersfield,CA,West,District #38,USA
93309,Bakersfield,CA,West,District #38,USA
93311,Bakersfield,CA,West,District #38,USA
93312,Bakersfield,CA,West,District #38,USA
93313,Bakersfield,CA,West,District #38,USA
93314,Bakersfield,CA,West,District #38,USA
93380,Bakersfield,CA,West,District #38,USA
93383,Bakersfield,CA,West,District #38,USA
93384,Bakersfield,CA,West,District #38,USA
93385,Bakersfield,CA,West,District #38,USA
93386,Bakersfield,CA,West,District #38,USA
93387,Bakersfield,CA,West,District #38,USA
93388,Bakersfield,CA,West,District #38,USA
93389,Bakersfield,CA,West,District #38,USA
93390,Bakersfield,CA,West,District #38,USA
93401,San Luis Obispo,CA,West,District #37,USA
93402,Los Osos,CA,West,District #37,USA
93403,San Luis Obispo,CA,West,District #37,USA
93405,San Luis Obispo,CA,West,District #37,USA
93406,San Luis Obispo,CA,West,District #37,USA
93407,San Luis Obispo,CA,West,District #37,USA
93408,San Luis Obispo,CA,West,District #37,USA
93409,San Luis Obispo,CA,West,District #37,USA
93410,San Luis Obispo,CA,West,District #37,USA
93412,Los Osos,CA,West,District #37,USA
93420,Arroyo Grande,CA,West,District #37,USA
93421,Arroyo Grande,CA,West,District #37,USA
93422,Atascadero,CA,West,District #37,USA
93423,Atascadero,CA,West,District #37,USA
93424,Avila Beach,CA,West,District #37,USA
93426,Bradley,CA,West,District #37,USA
93427,Buellton,CA,West,District #37,USA
93428,Cambria,CA,West,District #37,USA
93429,Casmalia,CA,West,District #37,USA
93430,Cayucos,CA,West,District #37,USA
93432,Creston,CA,West,District #37,USA
93433,Grover Beach,CA,West,District #37,USA
93434,Guadalupe,CA,West,District #37,USA
93435,Harmony,CA,West,District #37,USA
93436,Lompoc,CA,West,District #37,USA
93437,Lompoc,CA,West,District #37,USA
93438,Lompoc,CA,West,District #37,USA
93440,Los Alamos,CA,West,District #37,USA
93441,Los Olivos,CA,West,District #37,USA
93442,Morro Bay,CA,West,District #37,USA
93443,Morro Bay,CA,West,District #37,USA
93444,Nipomo,CA,West,District #37,USA
93445,Oceano,CA,West,District #37,USA
93446,Paso Robles,CA,West,District #37,USA
93447,Paso Robles,CA,West,District #37,USA
93448,Pismo Beach,CA,West,District #37,USA
93449,Pismo Beach,CA,West,District #37,USA
93450,San Ardo,CA,West,District #37,USA
93451,San Miguel,CA,West,District #37,USA
93452,San Simeon,CA,West,District #37,USA
93453,Santa Margarita,CA,West,District #37,USA
93454,Santa Maria,CA,West,District #37,USA
93455,Santa Maria,CA,West,District #37,USA
93456,Santa Maria,CA,West,District #37,USA
93457,Santa Maria,CA,West,District #37,USA
93458,Santa Maria,CA,West,District #37,USA
93460,Santa Ynez,CA,West,District #37,USA
93461,Shandon,CA,West,District #37,USA
93463,Solvang,CA,West,District #37,USA
93464,Solvang,CA,West,District #37,USA
93465,Templeton,CA,West,District #37,USA
93475,Oceano,CA,West,District #37,USA
93483,Grover Beach,CA,West,District #37,USA
93501,Mojave,CA,West,District #38,USA
93502,Mojave,CA,West,District #38,USA
93504,California City,CA,West,District #38,USA
93505,California City,CA,West,District #38,USA
93510,Acton,CA,West,District #38,USA
93512,Benton,CA,West,District #35,USA
93513,Big Pine,CA,West,District #38,USA
93514,Bishop,CA,West,District #35,USA
93515,Bishop,CA,West,District #35,USA
93516,Boron,CA,West,District #38,USA
93517,Bridgeport,CA,West,District #35,USA
93518,Caliente,CA,West,District #38,USA
93519,Cantil,CA,West,District #38,USA
93522,Darwin,CA,West,District #38,USA
93523,Edwards,CA,West,District #38,USA
93524,Edwards,CA,West,District #38,USA
93526,Independence,CA,West,District #38,USA
93527,Inyokern,CA,West,District #38,USA
93528,Johannesburg,CA,West,District #38,USA
57577,Wanblee,SD,Central,District #32,USA
57579,White River,SD,Central,District #32,USA
57580,Winner,SD,Central,District #32,USA
57584,Witten,SD,Central,District #32,USA
57585,Wood,SD,Central,District #32,USA
57601,Mobridge,SD,Central,District #32,USA
57620,Bison,SD,Central,District #32,USA
57621,Bullhead,SD,Central,District #32,USA
57622,Cherry Creek,SD,Central,District #32,USA
57623,Dupree,SD,Central,District #32,USA
57625,Eagle Butte,SD,Central,District #32,USA
57626,Faith,SD,Central,District #32,USA
57630,Glencross,SD,Central,District #32,USA
57631,Glenham,SD,Central,District #32,USA
57632,Herreid,SD,Central,District #32,USA
57633,Isabel,SD,Central,District #32,USA
57634,Keldron,SD,Central,District #32,USA
57636,Lantry,SD,Central,District #32,USA
57638,Lemmon,SD,Central,District #32,USA
57639,Little Eagle,SD,Central,District #32,USA
57640,Lodgepole,SD,Central,District #32,USA
57641,Mc Intosh,SD,Central,District #32,USA
57642,Mc Laughlin,SD,Central,District #32,USA
57644,Meadow,SD,Central,District #32,USA
57645,Morristown,SD,Central,District #32,USA
57646,Mound City,SD,Central,District #32,USA
57648,Pollock,SD,Central,District #32,USA
57649,Prairie City,SD,Central,District #32,USA
57650,Ralph,SD,Central,District #32,USA
57651,Reva,SD,Central,District #32,USA
57652,Ridgeview,SD,Central,District #32,USA
57656,Timber Lake,SD,Central,District #32,USA
57657,Trail City,SD,Central,District #32,USA
57658,Wakpala,SD,Central,District #32,USA
57659,Walker,SD,Central,District #32,USA
57660,Watauga,SD,Central,District #32,USA
57661,Whitehorse,SD,Central,District #32,USA
57701,Rapid City,SD,Central,District #32,USA
57702,Rapid City,SD,Central,District #32,USA
57703,Rapid City,SD,Central,District #32,USA
57706,Ellsworth Afb,SD,Central,District #32,USA
57709,Rapid City,SD,Central,District #32,USA
57714,Allen,SD,Central,District #32,USA
57716,Batesland,SD,Central,District #32,USA
57717,Belle Fourche,SD,Central,District #32,USA
57718,Black Hawk,SD,Central,District #32,USA
57719,Box Elder,SD,Central,District #32,USA
57720,Buffalo,SD,Central,District #32,USA
57722,Buffalo Gap,SD,Central,District #32,USA
57724,Camp Crook,SD,Central,District #32,USA
57725,Caputa,SD,Central,District #32,USA
57730,Custer,SD,Central,District #32,USA
57732,Deadwood,SD,Central,District #32,USA
57735,Edgemont,SD,Central,District #32,USA
57737,Enning,SD,Central,District #32,USA
57738,Fairburn,SD,Central,District #32,USA
57741,Fort Meade,SD,Central,District #32,USA
57744,Hermosa,SD,Central,District #32,USA
57745,Hill City,SD,Central,District #32,USA
57747,Hot Springs,SD,Central,District #32,USA
57748,Howes,SD,Central,District #32,USA
57750,Interior,SD,Central,District #32,USA
57751,Keystone,SD,Central,District #32,USA
57752,Kyle,SD,Central,District #32,USA
57754,Lead,SD,Central,District #32,USA
57755,Ludlow,SD,Central,District #32,USA
57756,Manderson,SD,Central,District #32,USA
57758,Mud Butte,SD,Central,District #32,USA
57759,Nemo,SD,Central,District #32,USA
57760,Newell,SD,Central,District #32,USA
57761,New Underwood,SD,Central,District #32,USA
57762,Nisland,SD,Central,District #32,USA
57763,Oelrichs,SD,Central,District #32,USA
57764,Oglala,SD,Central,District #32,USA
57766,Oral,SD,Central,District #32,USA
57767,Owanka,SD,Central,District #32,USA
57769,Piedmont,SD,Central,District #32,USA
57770,Pine Ridge,SD,Central,District #32,USA
57772,Porcupine,SD,Central,District #32,USA
57773,Pringle,SD,Central,District #32,USA
57775,Quinn,SD,Central,District #32,USA
57776,Redig,SD,Central,District #32,USA
57779,Saint Onge,SD,Central,District #32,USA
57780,Scenic,SD,Central,District #32,USA
57782,Smithwick,SD,Central,District #32,USA
57783,Spearfish,SD,Central,District #32,USA
57785,Sturgis,SD,Central,District #32,USA
57787,Union Center,SD,Central,District #32,USA
57788,Vale,SD,Central,District #32,USA
57790,Wall,SD,Central,District #32,USA
57791,Wasta,SD,Central,District #32,USA
57792,White Owl,SD,Central,District #32,USA
57793,Whitewood,SD,Central,District #32,USA
57794,Wounded Knee,SD,Central,District #32,USA
57799,Spearfish,SD,Central,District #32,USA
58001,Abercrombie,ND,Central,District #32,USA
58002,Absaraka,ND,Central,District #32,USA
58004,Amenia,ND,Central,District #32,USA
58005,Argusville,ND,Central,District #32,USA
58006,Arthur,ND,Central,District #32,USA
58007,Ayr,ND,Central,District #32,USA
58008,Barney,ND,Central,District #32,USA
58009,Blanchard,ND,Central,District #32,USA
58011,Buffalo,ND,Central,District #32,USA
58012,Casselton,ND,Central,District #32,USA
58013,Cayuga,ND,Central,District #32,USA
58015,Christine,ND,Central,District #32,USA
58016,Clifford,ND,Central,District #32,USA
58017,Cogswell,ND,Central,District #32,USA
58018,Colfax,ND,Central,District #32,USA
58021,Davenport,ND,Central,District #32,USA
58027,Enderlin,ND,Central,District #32,USA
58029,Erie,ND,Central,District #32,USA
58030,Fairmount,ND,Central,District #32,USA
58031,Fingal,ND,Central,District #32,USA
58032,Forman,ND,Central,District #32,USA
58033,Fort Ransom,ND,Central,District #32,USA
58035,Galesburg,ND,Central,District #32,USA
58036,Gardner,ND,Central,District #32,USA
58038,Grandin,ND,Central,District #32,USA
58040,Gwinner,ND,Central,District #32,USA
58041,Hankinson,ND,Central,District #32,USA
58042,Harwood,ND,Central,District #32,USA
58043,Havana,ND,Central,District #32,USA
58045,Hillsboro,ND,Central,District #32,USA
58046,Hope,ND,Central,District #32,USA
58047,Horace,ND,Central,District #32,USA
58048,Hunter,ND,Central,District #32,USA
58049,Kathryn,ND,Central,District #32,USA
58051,Kindred,ND,Central,District #32,USA
58052,Leonard,ND,Central,District #32,USA
58053,Lidgerwood,ND,Central,District #32,USA
58054,Lisbon,ND,Central,District #32,USA
58056,Luverne,ND,Central,District #32,USA
58057,Mcleod,ND,Central,District #32,USA
58058,Mantador,ND,Central,District #32,USA
58059,Mapleton,ND,Central,District #32,USA
58060,Milnor,ND,Central,District #32,USA
58061,Mooreton,ND,Central,District #32,USA
58062,Nome,ND,Central,District #32,USA
58063,Oriska,ND,Central,District #32,USA
58064,Page,ND,Central,District #32,USA
58065,Pillsbury,ND,Central,District #32,USA
58067,Rutland,ND,Central,District #32,USA
58068,Sheldon,ND,Central,District #32,USA
58069,Stirum,ND,Central,District #32,USA
58071,Tower City,ND,Central,District #32,USA
58072,Valley City,ND,Central,District #32,USA
58074,Wahpeton,ND,Central,District #32,USA
58075,Wahpeton,ND,Central,District #32,USA
58076,Wahpeton,ND,Central,District #32,USA
58077,Walcott,ND,Central,District #32,USA
58078,West Fargo,ND,Central,District #32,USA
58079,Wheatland,ND,Central,District #32,USA
58081,Wyndmere,ND,Central,District #32,USA
58102,Fargo,ND,Central,District #32,USA
58103,Fargo,ND,Central,District #32,USA
58104,Fargo,ND,Central,District #32,USA
58105,Fargo,ND,Central,District #32,USA
58106,Fargo,ND,Central,District #32,USA
58107,Fargo,ND,Central,District #32,USA
58108,Fargo,ND,Central,District #32,USA
58109,Fargo,ND,Central,District #32,USA
58121,Fargo,ND,Central,District #32,USA
58122,Fargo,ND,Central,District #32,USA
58124,Fargo,ND,Central,District #32,USA
58125,Fargo,ND,Central,District #32,USA
58126,Fargo,ND,Central,District #32,USA
58201,Grand Forks,ND,Central,District #32,USA
58202,Grand Forks,ND,Central,District #32,USA
58203,Grand Forks,ND,Central,District #32,USA
58204,Grand Forks Afb,ND,Central,District #32,USA
58205,Grand Forks Afb,ND,Central,District #32,USA
58206,Grand Forks,ND,Central,District #32,USA
58207,Grand Forks,ND,Central,District #32,USA
58208,Grand Forks,ND,Central,District #32,USA
58210,Adams,ND,Central,District #32,USA
58212,Aneta,ND,Central,District #32,USA
58214,Arvilla,ND,Central,District #32,USA
58216,Bathgate,ND,Central,District #32,USA
58218,Buxton,ND,Central,District #32,USA
58219,Caledonia,ND,Central,District #32,USA
58220,Cavalier,ND,Central,District #32,USA
58222,Crystal,ND,Central,District #32,USA
58223,Cummings,ND,Central,District #32,USA
58224,Dahlen,ND,Central,District #32,USA
58225,Drayton,ND,Central,District #32,USA
58227,Edinburg,ND,Central,District #32,USA
58228,Emerado,ND,Central,District #32,USA
58229,Fairdale,ND,Central,District #32,USA
58230,Finley,ND,Central,District #32,USA
58231,Fordville,ND,Central,District #32,USA
58233,Forest River,ND,Central,District #32,USA
58235,Gilby,ND,Central,District #32,USA
58236,Glasston,ND,Central,District #32,USA
58237,Grafton,ND,Central,District #32,USA
58238,Hamilton,ND,Central,District #32,USA
